"","2218DP100","2218DP234","2218DP286","2218DP103","2218DP093","2226DP070","2226DP052","2226DP025","2226DP103","2226DP088","2226DP215","2218DP148","2226DP092","2226DP059","2218DP112","2226DP005","2226DP137","2226DP069","2226DP360","2226DP082","2226DP046","2226DP183","2226DP033","2226DP212","2226DP176","2226DP072","2218DP084","2218DP263","2226DP185","2226DP172","2226DP051","2226DP170","2226DP307","2218DP114","2218DP088","2218DP026","2218DP002","2218DP190","2218DP198","2218DP109","2218DP281","2218DP282","2218DP217","2218DP202","2218DP102","2218DP312","2218DP086","2218DP073","2218DP152"
"Solyc03g005280.4.1",3.18918,38.2378,29.8783,43.579,55.3881,9.79182,10.8934,12.1663,3.36,5.33406,5.77934,4.84966,8.01658,10.0363,1.21826,5.6657,17.8717,8.62582,17.2718,16.514,20.4056,15.5582,12.537,10.3662,12.3705,9.75271,5.35539,6.23978,4.56359,5.95237,6.58269,9.99319,9.62181,1.74818,2.28295,10.4432,1.12084,1.79781,2.60573,15.7184,16.5349,16.6286,17.8142,10.0688,20.1486,6.32785,13.5683,22.682,32.2023
"Solyc03g005390.3.1",28.4216,25.7886,26.552,28.5824,28.5072,17.41,18.1819,21.2745,18.3949,21.0642,14.2927,36.7512,22.2428,21.7999,40.6311,25.2018,19.5953,21.9729,16.7759,19.9267,13.4992,25.6395,25.0574,22.8279,33.3009,42.1219,21.9502,40.7465,58.6721,45.0038,49.2574,35.1689,41.6149,58.013,49.1448,19.2834,74.6906,65.6989,77.2964,34.6061,36.9128,41.7515,44.2435,46.2944,39.9578,61.2771,22.0496,26.9353,28.4179
"Solyc03g005470.3.1",52.8395,48.114,64.1335,32.408,36.8331,49.6229,51.0788,50.3786,51.3975,46.0389,33.118,80.3509,49.5082,49.6319,80.2574,50.1089,53.2349,42.6139,59.4718,44.4919,48.4587,51.7921,43.1141,44.7197,65.7242,57.3833,46.8482,72.3609,109.699,122.412,104.579,45.3901,85.6553,78.8212,80.4214,54.7413,130.17,171.426,141.948,98.3576,116.798,127.932,115.132,130.864,69.2851,159.172,104.389,110.571,52.9592
"Solyc03g005700.1.1",15.8102,9.79893,10.0176,17.1023,9.84281,3.41964,9.13458,11.7634,16.5099,14.9044,13.6812,15.3371,11.3649,11.9714,12.4144,8.84833,12.396,9.85794,25.9312,7.22136,20.2961,21.5858,11.5494,12.0306,21.9541,16.7285,8.31968,14.3516,39.736,50.7905,42.5819,33.0804,32.1196,29.7278,11.2517,17.3994,32.1384,57.3976,51.7259,22.9617,19.6095,25.4068,32.7231,33.5384,16.8317,41.5934,34.328,50.9187,14.282
"Solyc03g005730.4.1",240.413,135.585,113.659,117.034,117.876,179.879,185.12,183.119,188.758,202.634,135.203,96.1999,174.332,183,91.8452,176.401,148.006,176.285,160.156,167.674,167.326,157.202,161.54,156.154,118.619,112.663,177.925,85.723,103.838,89.0288,90.7739,79.2293,91.6455,95.2929,97.94,174.274,89.6542,82.3599,96.3163,70.6422,51.0254,72.0727,53.9214,62.1765,82.0038,36.2205,126.756,83.7503,126.8
"Solyc03g005740.3.1",157.821,129.256,208.424,191.167,174.322,57.0331,97.3779,96.6941,107.714,117.38,106.347,197.327,127.475,143.214,171.657,183.412,95.5649,91.8437,134.333,84.0612,86.4301,106.868,121.413,159.944,156.01,186.082,115.536,191.125,303.851,348.059,238.758,147.782,272.6,241.768,142.352,124.367,327.348,334.404,359.937,236.759,227.766,256.378,290.804,277.164,212.259,311.323,136.501,223.951,176.095
"Solyc03g005760.1.1",8554.05,8636.66,8190.78,8710.5,8318.93,6537.2,6435.71,6604.73,6102.71,6450.88,6125.25,9874.22,7129.29,6766.43,8762.74,6491.42,7502.33,7334.81,7113.37,7865.51,7512.8,7588.74,7949.83,7805.6,7340.18,8072.51,6758.61,9113.57,7074.39,7260.61,6871.77,7279.83,7038.15,8427.31,8979.35,6587.5,5617.55,5509.07,5422.55,9843.63,9542.49,8971.82,7956.84,4833.64,9506.99,7261.54,7013.32,7230.01,9411.14
"Solyc03g005770.4.1",3416.3,3094.3,3172.49,4615.51,4323.11,2131.08,2244.01,2279.15,2509.16,2594.61,2372.42,3080.89,3153.82,2521.39,2720.89,2751.72,2471.52,2722.72,2370.08,2896.02,2542.07,3121.23,2961.41,3387.65,3541.59,3927.54,2178.26,3284.15,3414.4,3525.42,3511.14,3821.77,3630.68,2534.06,3295.53,2082.12,990.313,1294.24,809.181,2790.57,2506.44,2720.49,1778.45,888.623,2761.63,1177.57,2064.83,2298.96,3651.9
"Solyc03g005780.3.1",5577.83,4386.49,3083.08,6458.1,6663.2,3940.59,3928.63,3928.46,3964.74,4324.75,4084.86,3514.15,4974.8,4145.8,2079.75,4173.84,3918.22,4396.44,3558.94,5205.6,4355.2,5484.43,5127.15,5257.3,5296.71,5370.63,3939.06,3343.71,1865.41,2225.66,3310.46,4419.11,2232.36,1072.84,2520.7,3843.2,187.548,176.556,121.974,1293.5,1055.21,1391.99,488.269,145.747,2064.85,247.815,2254.34,2119.63,4547.5
"Solyc03g005820.3.1",18.7631,20.5261,28.0337,31.4152,31.2591,11.3679,13.6775,15.0158,15.9363,18.0699,10.1997,18.5571,19.4316,16.2944,18.4163,22.4646,14.6594,11.832,14.5597,18.8871,14.9531,18.1877,19.3346,24.7017,24.3108,39.1522,15.7266,20.4942,35.3327,41.1516,36.8229,34.5387,51.5034,15.6318,21.3791,14.6807,11.9684,7.99441,8.77613,17.9604,22.0488,19.2519,20.1863,8.99009,22.3737,21.8683,9.87361,19.7687,24.564
"Solyc03g005870.5.1",24.535,25.1725,27.5427,19.5748,22.5105,20.3604,23.9824,19.9719,20.8085,26.8299,15.661,32.7054,21.288,22.2227,46.3262,20.8054,28.0475,21.6306,19.5081,23.3752,22.618,18.2061,20.0476,24.0909,25.5953,32.2436,20.6487,37.3134,36.5654,36.9496,28.2581,24.1527,34.3238,54.3336,42.8645,24.6847,62.0284,77.5266,79.93,46.7337,42.0723,45.5949,51.2657,63.3396,36.1546,63.9828,31.3231,33.2972,25.0029
"Solyc03g006140.3.1",33.0391,103.239,81.0983,92.3973,115.365,30.6642,36.348,39.0209,24.3217,29.6573,19.1617,28.9743,33.0203,39.6222,29.0236,29.9368,50.1722,30.3354,53.5463,44.4696,53.149,47.6603,38.4767,40.0863,37.6691,37.1726,30.5176,31.5667,50.5336,41.7622,42.4261,53.4395,48.0274,41.4935,35.2388,38.9254,55.0086,66.1948,66.2973,69.2771,64.865,61.9383,74.9454,70.6434,69.916,42.3594,64.2319,103.285,95.0518
"Solyc03g006250.2.1",42.3566,23.2989,133.669,21.6141,21.3727,19.1358,19.0689,18.9052,25.1237,26.937,17.2915,28.522,24.6314,27.2187,23.8238,29.4483,21.0114,18.6181,14.4299,15.9162,17.0744,15.3923,15.1802,18.3844,20.9869,15.1322,21.0439,29.6338,21.358,28.0253,24.7493,15.754,26.9014,34.3189,35.6284,22.7254,38.1778,21.3033,16.0392,52.0625,82.7487,69.4208,87.5146,41.7359,48.8015,78.7877,23.8735,38.9928,17.4919
"Solyc03g006490.3.1",50.1678,28.1473,19.6112,14.0526,11.6535,46.1976,57.2435,23.0044,29.5983,33.499,37.7622,9.74186,24.8771,37.023,2.13574,20.3284,22.4144,30.2754,25.2388,28.3552,25.5656,11.7899,9.3172,24.4531,4.95293,3.15548,36.5294,4.74547,3.2556,4.26594,6.00321,1.892,4.81053,7.70374,5.54425,22.8627,3.66792,2.20123,1.21817,5.68725,12.3801,5.31602,12.9035,11.907,4.44309,6.45303,13.7332,34.6819,15.0545
"Solyc03g006510.5.1",38.4941,34.9293,47.5963,47.7001,46.4165,28.5875,27.8683,29.7382,33.2907,31.4848,29.136,43.1339,41.5311,34.0498,35.8626,40.1146,31.8569,29.2644,32.7274,36.1219,34.5363,41.796,38.5977,39.6876,57.2142,54.7115,27.6292,36.011,71.3787,75.2354,83.0154,80.1716,80.9127,39.9179,35.8702,33.5666,53.339,44.266,41.6031,45.5226,34.3427,39.734,41.6846,43.2375,40.1254,30.6014,47.5952,49.6893,33.5327
"Solyc03g006540.3.1",51.4399,61.4223,57.8878,37.3045,36.4912,43.6644,37.0167,40.0212,39.518,32.9444,37.1075,56.528,30.58,32.6783,50.3597,22.3882,41.4146,30.9428,48.5274,32.2899,30.7758,27.4555,31.7754,29.3484,21.6935,23.7138,39.657,50.0259,14.0574,16.7562,12.019,27.392,21.0629,63.1504,57.3923,34.1046,36.1611,42.2486,39.2602,57.7682,56.7077,52.767,64.9871,60.0576,50.5383,87.1003,63.1952,50.2422,50.6513
"Solyc03g006550.4.1",0.537025,1.42998,1.51128,5.35661,2.11467,0.582207,0.599861,0.518572,1.4802,1.54229,1.19324,0.786859,3.44459,1.46541,0.0937066,2.79233,1.01754,1.93465,1.46122,4.67165,3.20693,6.46224,6.44369,6.18863,11.6091,12.9308,0.867218,0.868053,41.1109,49.5642,32.7792,38.7923,60.7804,0,0.0820993,0.317391,0.155184,0,0,0.0267355,0.0223566,0.715632,0.0738455,0,0.109656,0.0858934,0.364773,0.264412,1.91841
"Solyc03g006580.3.1",28.2509,30.3662,29.3884,33.855,29.2662,26.6999,28.6365,23.1539,27.2353,27.1806,23.4135,36.6899,28.6568,23.498,36.2154,26.4572,30.2405,23.0862,25.9031,22.4766,23.1174,27.1041,28.4755,25.582,30.9666,41.2496,25.7397,36.0279,61.9552,51.5203,50.273,44.9886,49.6405,40.8458,38.7968,19.353,54.9193,47.7223,42.5034,31.0699,27.9056,42.1693,34.764,35.8002,35.87,40.7438,34.8679,39.3217,32.6844
"Solyc03g006870.3.1",90.6785,61.3454,52.4551,57.361,57.3774,53.1299,54.717,67.7067,74.3768,70.0138,40.4481,75.7295,74.8082,75.8996,65.858,95.7863,66.5372,70.2479,69.3032,65.6709,67.9086,70.9033,73.1244,64.8353,80.5307,100.045,58.5489,69.5197,96.0266,94.4606,80.3549,77.9134,81.436,56.905,84.0487,72.0877,68.5744,75.5836,101.974,110.288,70.0248,105.998,68.9722,66.2064,96.9439,31.9363,53.8635,45.4202,64.6947
"Solyc03g007030.3.1",344.71,220.826,148.498,137.814,175.968,373.668,410.61,453.425,340.613,264.201,375.101,74.236,255.049,348.253,67.2137,246.879,444.618,333.578,446.152,287.015,356.033,262.676,216.064,198.678,157.619,129.774,320.265,93.756,57.6652,57.274,54.8786,129.515,59.9006,129.228,88.73,307.645,62.1735,58.5943,75.8568,7.25609,4.76743,32.8993,21.1156,30.3832,12.7546,63.6909,316.801,39.0355,277.549
"Solyc03g007110.3.1",54.8215,65.9083,53.9527,28.484,27.2698,52.3412,50.6745,62.4435,62.8922,49.0162,46.2249,54.0728,39.845,43.3976,43.6591,45.0304,67.6814,53.01,75.1958,43.4871,43.5852,35.3591,38.9197,45.8165,30.2094,34.8312,48.3401,52.798,28.5014,31.4326,39.4538,37.8299,34.2056,48.2364,56.2652,47.2836,48.6846,39.9522,44.8788,63.2057,61.2866,52.6909,61.3647,44.7481,58.8097,33.6832,98.4975,70.7216,45.7089
"Solyc03g007190.3.1",38.8764,29.6074,32.93,32.2383,37.1929,27.9157,33.7573,33.3881,30.959,36.933,26.528,33.8815,35.3532,33.5029,30.3281,40.7443,33.5739,32.3201,30.7912,29.2187,31.1945,34.4933,33.8268,29.5247,42.3181,39.5909,29.4739,35.3258,50.5121,53.9442,49.2692,45.6494,55.0558,47.1715,34.6181,36.2056,51.429,45.2992,43.6763,30.6906,27.5556,36.1009,38.74,44.7865,24.6187,43.728,29.0645,31.0928,33.7175
"Solyc03g007220.3.1",201.472,168.12,153.291,205.514,198.266,94.3164,88.8053,92.0471,124.915,130.754,59.0254,152.391,119.069,95.7735,199.987,122.982,113.597,145.531,97.7447,108.976,101.654,93.8477,137.491,105.695,174.795,188.085,82.8719,210.671,144.283,118.874,122.723,128.51,158.893,232.055,169.462,111.435,206.954,199.352,229.837,163.511,201.677,178.716,246.515,308.475,196.721,443.781,150.586,173.114,194.641
"Solyc03g007240.3.1",67.9678,41.2349,346.068,24.1367,21.4847,29.4645,43.7465,28.3797,30.886,38.6983,24.1769,45.6293,34.6265,44.575,66.75,41.1692,68.0275,43.0279,30.6607,35.0762,37.48,38.0603,32.6992,32.437,52.8098,31.1002,35.212,64.6118,52.0568,51.0599,43.3126,43.4591,41.7075,67.4714,81.7492,40.1317,64.7862,55.2333,51.909,166.053,221.76,188.328,223.771,87.8914,109.391,137.396,131.808,141.358,28.4623
"Solyc03g007370.3.1",56.7997,26.4125,23.062,53.5342,58.0928,31.7801,35.2238,39.8516,36.4354,46.4572,30.3643,38.0593,48.2987,47.7301,42.2283,44.3457,24.822,38.8943,21.6125,36.6733,28.8146,45.6515,40.381,35.1768,53.8214,54.4642,39.1416,46.4386,39.2287,40.7757,28.8576,35.8479,27.9147,41.9828,43.3754,49.0899,47.3857,51.6233,50.1806,28.8705,25.0535,42.0602,23.6217,38.5358,28.7705,23.7618,20.285,15.386,44.1576
"Solyc03g007470.4.1",95.3648,70.6252,63.8279,76.0147,76.7663,44.6281,58.8999,48.6598,77.5076,59.679,74.4277,39.0039,79.8229,64.0934,40.0447,63.0989,46.7987,64.4523,53.2035,54.2014,44.9674,52.5978,65.1089,59.8861,106.871,95.6101,76.4464,40.2403,115.421,111.147,124.639,80.1208,92.8966,38.3231,48.3001,72.4464,81.0869,84.9515,77.0067,44.0613,69.0623,44.5113,63.3976,70.1855,48.4154,109.788,62.7725,79.2012,63.5865
"Solyc03g007480.3.1",48.2817,22.9017,20.821,23.0881,21.9863,21.3825,30.4862,18.8282,35.6772,27.1584,20.9925,34.3866,32.2103,26.911,47.7013,32.2705,15.749,24.5408,25.3279,15.9015,17.8174,22.3478,17.5577,20.7693,29.5906,29.2235,41.8363,43.3542,37.7372,35.6755,39.1077,32.2278,36.4617,78.1119,59.4515,39.1548,127.158,118.49,136.779,36.2561,34.6227,41.5497,31.4646,79.2503,25.5178,58.68,21.6698,24.4157,25.9806
"Solyc03g007520.3.1",63.2012,53.8856,72.436,82.3298,84.6071,42.8069,50.5883,43.673,44.9829,57.2042,47.9676,68.4186,55.5333,56.2147,75.8876,56.0694,42.4072,53.917,42.4597,49.8705,40.2069,70.4154,62.6179,54.5333,90.6873,98.1997,49.9934,71.2677,131.596,130.649,120.734,131.082,118.532,66.0432,70.8617,55.4658,70.7749,57.9734,59.6166,79.655,63.7498,88.0218,61.5344,67.1544,71.3234,75.2348,52.7072,53.2296,63.8252
"Solyc03g007600.3.1",57.4257,65.6911,83.9105,58.3352,64.3502,55.1409,54.264,53.6612,46.4545,55.0494,59.0143,98.8891,47.2232,47.8156,97.1821,50.1859,55.5575,50.7577,62.6316,58.5862,53.7277,56.6772,57.5909,62.5486,60.3538,67.6708,48.6091,90.8746,67.2565,77.5479,76.6261,84.5021,83.3098,113.459,104.572,48.4851,84.385,98.4038,88.7826,103.769,115.205,91.1449,112.07,110.411,106.518,115.139,74.8407,71.2536,70.2591
"Solyc03g007660.4.1",71.3296,68.983,74.7351,67.1167,62.5869,48.0153,42.2254,43.5865,58.8508,56.5554,50.071,90.2385,59.8872,49.5624,135.378,64.5669,49.2582,49.4651,51.7803,52.3436,46.7058,54.0936,49.4408,54.8994,64.6007,66.2837,47.5358,100.032,95.1023,100.875,93.5089,71.0045,86.5301,155.487,135.604,45.653,225.779,204.072,208.273,125.346,145.36,135.684,129.077,181.222,104.355,255.318,62.5367,93.8164,74.3715
"Solyc03g007670.4.1",69.4365,59.6184,68.258,72.2719,77.9234,57.5617,62.2331,57.5729,63.4514,64.4636,48.1756,80.7371,67.9281,56.762,95.2561,68.2823,51.8003,60.5121,58.0945,68.8662,59.7372,63.879,65.375,64.7229,88.6207,95.6377,54.5619,81.3736,129.282,123.341,112.407,108.967,128.339,119.004,91.1409,61.0254,113.29,121.168,122.02,75.291,65.8422,76.2072,69.9982,121.125,61.5787,80.0785,67.1811,76.3574,68.8282
"Solyc03g007740.3.1",75.4549,64.6588,78.954,84.092,80.9809,43.5569,43.8995,67.1502,54.5263,66.1924,39.8654,63.443,66.705,68.139,57.6829,77.1129,59.0875,56.2455,63.3704,60.3091,60.3131,74.8686,67.3138,63.1275,98.9476,98.7,60.1196,54.4808,150.166,143.383,145.268,106.995,150.954,76.6227,73.7839,72.931,88.398,102.961,120.532,88.786,96.7264,90.5123,103.678,118.428,84.2613,129.852,101.821,111.511,79.9977
"Solyc03g007760.3.1",27.1401,20.2644,20.205,14.0006,16.9679,16.7846,18.4892,24.1469,20.0493,23.818,8.90715,36.5761,23.0489,24.2857,35.7716,28.3304,20.707,21.6177,16.5266,16.5073,15.4947,19.377,19.314,20.5484,24.1714,23.9905,18.9096,36.8793,27.1721,27.9956,33.0581,18.8508,17.7715,45.9783,39.3084,27.4682,50.762,64.675,87.1097,36.7484,28.0291,44.558,26.652,45.2669,46.2401,19.9274,26.0873,33.8363,17.8456
"Solyc03g007770.3.1",48.243,22.603,16.9168,28.5988,32.8832,42.6128,42.4481,40.2116,46.5484,55.3855,35.853,38.0643,53.4774,51.8181,36.0889,63.4997,32.7259,48.2578,42.1,38.6421,40.8178,45.9912,47.0308,43.8552,41.5198,42.8217,54.9611,36.8461,46.3219,41.7711,42.5177,36.8471,34.1651,39.4856,36.7813,50.5252,45.8398,32.3906,36.318,36.5376,33.7926,33.7971,28.8464,28.5415,33.2766,8.91089,9.99982,24.9202,25.058
"Solyc03g007870.3.1",35.7685,36.2724,67.7163,112.509,97.5199,25.6173,20.2449,27.1236,33.7423,42.9253,31.9244,66.365,71.0885,36.0851,93.2577,54.9521,24.8199,39.799,15.5417,48.2383,27.4588,39.0068,43.1916,55.3823,82.7251,120.769,27.1413,93.5013,129.087,147.927,142.002,154.312,143.143,131.279,104.546,27.7971,174.913,122.869,112.313,63.2203,48.127,70.2893,65.2989,117.472,63.1902,163.852,20.054,52.0026,68.7117
"Solyc03g007890.3.1",12.9357,12.9786,9.34948,2.9043,5.30467,23.0647,16.3812,8.60478,10.8906,12.0357,6.36053,61.9354,9.88896,9.33943,92.9032,6.06942,10.9932,14.747,8.92174,6.62354,5.38583,4.65362,4.38962,6.00954,4.06119,3.2547,11.4437,43.6575,5.29199,3.81838,3.81913,3.74195,2.20291,166.311,51.8267,8.64242,87.891,466.91,184.205,38.2508,21.7157,48.5532,56.2694,254.981,18.4737,99.4103,13.4633,13.6418,14.8218
"Solyc03g007920.4.1",13.7774,25.0901,52.5542,21.7199,18.4253,6.30323,8.86146,9.37222,12.0359,12.5201,9.41248,25.5619,17.0328,13.9202,46.0605,21.1263,10.7075,15.5999,7.92128,18.8731,11.8777,14.9122,18.5612,18.5277,31.1087,32.6897,7.92351,40.9878,64.1635,68.5578,49.0983,44.3881,60.3866,43.9538,51.287,12.6886,52.465,75.0526,62.1121,76.6529,88.3567,89.4394,99.9504,106.332,76.1125,77.9915,28.2127,63.9618,24.9105
"Solyc03g007960.3.1",2.5849,1.86338,4.60624,2.38495,3.45692,1.00674,1.27383,2.32394,2.15538,1.8517,1.37128,4.27759,0.81275,2.10875,4.23849,1.68635,1.39938,2.03836,2.57786,1.90617,1.8736,3.80699,2.78907,1.73361,5.8027,2.86742,1.87841,4.58205,9.61879,8.37062,7.21373,5.27215,6.4594,5.81394,2.92894,3.9541,7.64537,8.23074,9.1934,41.763,69.3899,31.4704,92.1599,61.1688,30.905,43.8304,1.3943,28.2473,1.49374
"Solyc03g007990.2.1",200.047,168.995,204.776,168.944,90.0874,99.5867,128.991,85.6432,92.0682,105.523,57.6291,251.239,76.3775,134.471,185.931,90.5563,66.305,150.188,71.1374,115.88,104.893,123.611,120.239,129.13,208.372,229.663,124.604,376.151,272.298,300.552,191.325,283.112,197.486,238.905,140.431,96.515,272.522,316.284,429.122,285.362,214.149,226.631,204.627,335.81,156.055,379.056,114.806,217.093,206.609
"Solyc03g008015.1.1",10.3561,31.3293,94.3056,25.6365,16.0197,6.84713,8.26328,7.29259,7.87137,13.8938,8.11221,31.9302,17.4238,19.4098,29.8709,24.1256,4.09351,18.8065,9.07867,12.6367,11.7658,10.913,20.8053,23.5785,13.5431,20.9201,6.36708,30.5245,12.0682,18.9621,31.567,10.1402,15.7947,109.296,44.2393,9.19137,57.2438,151.009,56.4405,72.8623,53.8367,94.6436,79.815,72.5079,93.2013,125.431,9.74935,66.7402,56.2769
"Solyc03g013420.1.1",9.52472,19.5719,10.7503,16.76,15.3434,16.8972,11.6064,8.04416,8.64764,6.45596,6.45086,28.1653,13.8849,10.2573,40.1143,10.0716,18.2816,12.9574,9.17494,7.98757,9.08038,15.1251,17.4486,16.5599,29.1924,17.7126,13.5283,55.4851,37.5092,53.0265,33.0639,13.7605,42.4222,59.3068,50.0376,12.7938,79.1931,60.2011,62.4207,35.6931,57.4231,81.298,34.8269,49.9756,22.2775,184.472,15.086,22.1364,18.8169
"Solyc03g019650.3.1",14.2697,20.0335,23.9646,34.0256,32.8015,9.0848,9.90781,14.0805,9.31134,13.5361,10.3647,29.495,18.0108,13.6172,24.719,24.751,9.61218,13.1763,14.5175,21.5913,16.5827,21.0361,26.2656,25.5866,33.1369,45.4475,11.9264,29.5553,46.438,46.6719,51.2793,39.7362,74.2643,28.274,30.7745,18.1978,44.9496,27.3723,24.0813,25.7375,31.3987,33.2452,24.8497,21.9856,28.1054,15.2621,10.3438,17.3275,24.0826
"Solyc03g019660.5.1",41.8219,29.5279,28.5803,18.1321,24.2206,37.3687,41.6389,37.7069,35.4687,34.4099,41.2069,31.4248,35.347,40.6915,22.0799,27.267,47.4105,39.4493,58.3568,34.3269,36.0485,30.8034,33.2451,30.6753,24.2697,20.1083,30.6512,27.899,13.0266,10.7899,16.5447,23.1526,14.7047,29.7915,20.1646,45.2097,34.2934,31.2427,43.1136,30.4305,28.3928,23.3541,25.584,27.0136,21.4586,17.7519,41.0087,26.2371,26.7445
"Solyc03g019700.1.1",37.5765,53.8589,52.0548,104.281,75.3794,27.5671,35.9771,16.5951,56.0689,27.5252,26.3661,69.5467,50.7419,38.8563,135.105,21.3989,21.4133,49.3254,18.6275,44.9081,53.9238,72.5474,28.6126,45.0971,99.0887,122.633,33.055,93.1637,205.342,157.191,181.933,75.7164,134.916,155.186,148.302,21.0395,128.588,117.859,152.689,88.6134,84.4737,117.919,89.3363,144.904,167.186,193.589,62.8691,53.9311,93.022
"Solyc03g019720.5.1",66.4385,39.6615,50.1959,50.4279,48.9631,40.6571,39.1748,43.2201,44.1785,45.9618,35.5818,45.7649,45.7982,43.542,48.1127,44.984,41.7245,44.0145,41.9243,44.5573,40.5186,45.3483,47.6205,51.552,54.6793,58.3978,48.6479,55.3564,75.6281,76.9344,68.2056,60.795,66.8288,53.6089,47.2393,49.8011,56.9818,51.4025,44.7484,60.263,57.2989,64.828,55.8388,46.6232,56.9529,63.8555,59.9325,58.7572,49.2645
"Solyc03g019780.4.1",195.742,195.213,194.378,77.7161,81.3364,161.452,178.931,174.204,154.603,133.363,138.593,160.868,101.761,145.509,161.229,115.788,210.661,129.293,243.255,108.128,147.627,102.713,103.953,114.397,92.3413,81.238,151.514,156.315,143.812,136.152,116.822,151.961,134.797,197.814,188.716,159.436,257.461,342.508,358.257,307.421,357.839,252.649,353.264,362.934,284.61,373.06,456.842,405.098,131.007
"Solyc03g019880.3.1",163.263,161.417,182.51,138.509,133.503,126.123,125.239,98.836,158.848,143.238,136.003,253.626,143.342,126.737,321.005,135.504,87.4973,101.184,68.2403,126.552,83.3708,109.378,120.269,127.808,163.181,149.424,113.4,290.244,171.771,167.448,173.173,125.275,173.629,331.367,300.414,103.079,296.711,286.216,300.373,237.669,226.748,240.404,243.028,256.517,227.734,286.454,112.633,134.993,176.255
"Solyc03g019940.4.1",77.2785,56.5685,53.8441,36.7318,42.5743,67.9293,64.1813,65.701,69.3291,66.3247,47.0867,68.1023,59.8118,64.8341,59.0949,64.8659,66.8929,62.6607,66.5007,54.7216,59.7121,55.9243,57.8178,57.8613,38.3039,46.2698,59.6619,56.9274,41.4144,39.6289,39.1947,47.7476,38.9292,62.7006,63.0662,62.2672,63.6554,65.3178,77.1343,66.4031,64.3521,56.241,58.4841,63.7012,59.5272,43.1081,68.5434,56.2773,55.1811
"Solyc03g019950.3.1",18.063,21.8431,23.1469,23.0716,20.2743,17.8343,22.3383,24.8425,18.4623,19.7472,12.226,34.2171,21.1491,24.4792,43.6476,29.3455,22.2931,17.6984,19.3675,22.2526,22.8042,28.9542,31.7493,21.4721,38.6652,33.7128,19.6502,40.407,65.5387,46.0907,43.7931,27.2609,46.2084,41.1467,36.096,23.7023,96.4244,54.4626,62.107,38.2506,39.3577,40.4164,42.48,44.7394,34.4988,26.698,26.8829,21.5865,23.1412
"Solyc03g020040.3.1",0,50.1877,62.4331,9.35103,6.15714,8.04261,6.84351,13.8954,2.8375,0.670694,3.96957,3.51957,0.263375,4.74252,0.052393,1.50168,39.7552,3.26936,46.0656,16.8278,16.9401,4.69451,4.29048,7.22465,6.22921,3.20971,5.80775,0.647125,5.82456,2.86903,3.36911,8.97931,3.30213,0,1.62803,4.98011,0,3.04853,2.11024,46.3082,77.9524,41.8495,78.1116,22.507,58.2448,20.1703,147.533,114.397,35.9599
"Solyc03g025140.1.1",9.15767,26.6016,7.57977,4.07483,20.4117,4.25492,5.84526,3.65918,17.7016,0,11.9693,0,11.4215,29.9869,50.3351,4.95433,1.65255,0,20.1258,17.3287,0,23.106,1.57725,0,11.4349,17.5623,17.746,33.8344,33.5831,41.7627,10.5966,8.82013,5.67926,54.8069,29.4001,7.21645,13.2315,30.3187,65.3069,21.8837,11.4371,18.8281,45.3333,67.519,20.1951,2.19706,3.7322,12.4862,16.3569
"Solyc03g025270.3.1",65.0787,51.7606,69.3202,34.7594,28.9263,48.7473,52.9187,49.4862,54.2764,52.7169,36.4284,38.7656,44.173,46.085,39.818,50.0148,55.3576,37.5912,84.568,42.1155,43.1726,47.5874,44.1931,58.4952,56.1759,55.1128,52.6508,41.5544,113.178,105.351,91.4033,68.483,97.1739,57.1789,47.3338,62.6365,88.9103,86.9891,103.461,60.3622,59.2491,63.4097,76.2118,99.2154,58.2333,57.4009,160.345,133.929,43.3184
"Solyc03g025310.3.1",69.0479,56.0622,55.089,26.3231,29.5965,58.9299,62.3389,59.6438,64.7084,55.5025,53.1908,57.643,45.6855,54.3991,46.4036,48.5848,62.8951,52.6451,67.9668,46.989,53.6188,45.1451,46.4021,45.2211,34.6472,39.1828,56.7421,48.0443,33.079,35.12,37.0876,38.2348,34.3023,45.3065,57.1615,56.3598,24.4515,31.8949,31.063,67.565,51.9697,48.6595,54.9659,37.8101,62.8282,19.3339,79.98,72.2943,48.7431
"Solyc03g025340.1.1",51.4507,40.5101,44.8472,47.9078,54.235,27.4047,33.4999,23.2481,33.4517,34.3529,28.9546,44.2945,37.2265,34.5066,47.4123,35.4788,26.5548,38.9369,30.3816,22.8262,27.7116,27.4355,29.546,42.4047,40.7563,42.0073,42.9096,32.8261,68.0974,60.5261,65.9359,54.3525,56.8308,49.3262,38.009,42.0674,51.2476,40.1138,41.0393,45.3297,38.7543,39.1431,44.8277,52.1474,44.7284,46.9608,40.3756,49.2061,47.8539
"Solyc03g025380.3.1",6.45847,1.98121,1.76959,2.87379,2.43232,1.13823,2.09673,0.978865,0.669646,1.51288,0.232865,1.30525,1.07136,1.50141,0.524616,2.00808,0.924333,2.08291,1.46832,1.08866,2.60795,0.432244,3.29872,1.36513,20.5088,6.16919,0.917078,0.9771,101.783,29.5984,65.1979,5.84505,19.1058,1.33285,1.83853,0.350995,1.7376,2.72809,1.31199,1.99571,2.55889,3.30692,3.21552,1.642,4.52926,5.77049,1.67913,8.40107,0.795571
