"","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_13","cluster_14","cluster_15","cluster_16","cluster_17","cluster_18","cluster_19","cluster_20","cluster_21","cluster_22","cluster_23","cluster_24","cluster_25","cluster_26","cluster_27"
"2226DP172",-8.1360348192042,1.92675799717732,-3.1192503016696,0.770797388978081,-2.32808244127621,3.75232713534935,-2.95991393264674,2.75455932615078,0.898947488140544,-1.36053482405186,-1.15139755368007,-0.691703888028174,0.451861526245709,-0.361318498729873,2.70863104727197,3.76668162998975,-0.376252492083562,-0.532952858725096,0.825820711884153,0.0123079046173939,3.04555907198599,-2.40744834654065,-1.86708564869543,0.126889073603426,2.77846881539492,-3.51635333339626,-0.220012075775795
"2226DP051",-12.2532441405502,2.40986681201639,-4.39375556624873,3.57268419382036,-1.83983443573966,2.86931204474172,-0.792333959382968,1.6207034718601,0.861081265097601,-0.721997078605877,0.0504729447704378,-1.25737941263969,0.447124840722457,0.1966330979563,0.760723787987051,0.720320721089566,-0.0343854714718254,-0.0614103849090254,-4.25939285910925,0.0147147196889451,2.85545101367326,-2.23095465024322,3.01993375685391,0.942109790108113,1.30420146343579,-0.727795153318871,0.864615250607218
"2226DP170",-9.21940300636662,2.51688479350739,-3.88854720230709,0.168725982488439,-1.17286071454231,3.56472503876286,-1.65333535499841,1.97774768072415,0.908446958189571,-1.92464213503761,-0.775608101248719,0.671707454034457,0.453324251877705,-0.255718910687786,2.88223540969199,3.56527538588589,0.423037539308096,-0.523000252273346,0.640967725319964,0.0110522168991725,1.72937022362922,-1.48837261696622,0.144850328823248,2.15203050153124,1.86682141616152,-5.70894236326405,0.809279037421117
"2226DP307",-10.0452672786741,2.81835624838265,-4.59339179708879,-0.0853159673711626,-2.47712781961317,3.93781312006958,-1.46127087618607,2.29658399447726,0.897119302170948,-0.862605280307949,-0.685238212491614,0.067435687732295,0.445126547564051,-0.298569442435215,2.56680691603367,2.83858919751186,0.249245442890999,0.220101448995813,-3.15065355649232,0.0127967114199176,1.41297885483613,-2.28564489093959,-0.852874754826608,2.37629502222161,1.87201873670918,-4.95222169502194,-0.561112518644048
"2218DP100",7.59951431160761,-3.23630002137239,3.47434517139852,0.708979772232873,0.991717260788679,0.552307208388785,0.534941836124289,-1.05633852983801,0.859718076719921,1.6068159405592,-1.04798301877486,3.6875473411916,0.462375689732563,-1.35839265839844,1.65086122903537,2.37132069728106,1.76606383965798,-2.9931306677763,-0.595454415746696,0.0997331001139616,-1.39260706665257,-1.58678056700505,1.19829807322647,-0.518769814579846,0.898372508898865,-0.207164080074606,0.947937131031034
"2218DP234",2.53343409304126,2.99783940309028,-1.23777151677719,-1.61855844708579,0.994659509047574,-0.57715061400327,0.885423428778306,-0.0481741696131313,0.825873155868807,0.434756400310394,1.47216447488924,-2.39166246653226,0.426643033376451,-2.09137460080917,-2.62015070144509,-4.57795867376549,-5.11739933000007,5.51172191462317,1.24750192672044,0.0637886833216201,-0.85304146558952,1.77118601989213,-5.10918907321107,1.07332322298411,-4.16505149427628,-0.0760853936859088,0.591912794798168
"2218DP286",2.93027546353318,3.30336296829808,-0.411145381022446,-2.40363385561914,1.28832392092191,1.28901709757356,0.205064321577736,0.744563064350107,0.794414507656121,0.310224730285631,3.7646145283652,-3.82600335607609,0.421273227384949,-1.83316839308224,-2.64353776827445,-4.90224903095245,-8.50885612216119,6.28400090977627,0.349629205034977,0.0644429262274829,-0.483233972710636,1.58502282587178,-7.65432638990616,-0.618230730918576,-5.7883488955184,-2.60632084512314,0.222436434809309
"2218DP103",-4.82988652660245,2.89988213143784,-4.5604496099225,-2.26165011835032,0.617424666318658,0.161455318204876,1.08409991632812,0.411489314951647,0.850243986313237,-0.709835099838597,4.56983202972262,-2.13583525959974,0.449781280709592,-0.811507330327519,-1.44804924262568,-4.12068433903821,-1.88132851791049,1.55205635155712,-0.550981813278078,0.0337805661676321,0.0385061268129655,-0.172860641877063,-1.40496467056688,3.88644707454814,-2.88471790239172,-1.31423283828722,-1.03265963635003
"2218DP148",3.99612756099485,-3.02159066559446,2.25526020179348,-0.826811825902952,-0.600944367615102,-5.00717348146252,-0.932341712480548,0.60554188839972,0.845710894623485,1.85885379635831,0.0436891544292235,2.25168306893988,0.433075313352702,1.54950415376206,-0.400583816622675,1.62932096013199,-1.51873596958468,-0.738863445867248,-2.07148413383002,0.0571198664289053,-0.689421210728405,1.27140884109539,0.051156668557701,-1.53782219468254,-0.302243294793366,0.252517634982366,0.562854152394298
"2218DP112",5.75739689888398,-2.48867600284662,2.97540469029877,1.15466880497481,0.227004090084267,-5.73431796217624,-0.134909823527114,0.188679340949512,0.858290189472221,0.780287317954696,-0.625253764393841,0.116448783530502,0.443315274679007,-0.0056378713660922,0.0710438669513581,1.28977361467604,-0.757538563366071,-0.234879257379049,-2.25419493909564,0.0647751062595833,-0.99217961441833,-0.314401340097134,-0.334534464525299,-1.17477109732075,0.341447003632665,0.322261970309984,0.835867231514577
